object,target,lure1,lure2,baseline,stim_onset,stim_end,response,correct_response,response_onset,RT,subject_ID,block,trial_total,trial_task,trial_type,retrival_type,list
handcuff,Lady Diana,Bruce Willis,Angelina Jolie,0.5,31.2891495000804,31.3593199000461,,NaN,,,0,0,12,1,Retrieval,Lure,S01
candle,Daniel Craig,Bruce Willis,Angelina Jolie,0.54,31.9145295000635,31.9929309000727,,4,,,0,0,13,2,Retrieval,Lure,S01
candle,Daniel Craig,Bruce Willis,Angelina Jolie,0.54,32.6159625999862,32.6928270000499,,NaN,,,0,0,14,2,Retrieval,Lure,S01
violin,Lady Diana,Robert De Niro,Daniel Craig,0.66,33.3820468999911,33.4594914000481,,1,,,0,0,15,3,Retrieval,Retrieval,S01
violin,Lady Diana,Robert De Niro,Daniel Craig,0.66,34.030806499999,34.1093976000557,,NaN,,,0,0,16,3,Retrieval,Retrieval,S01
tape,Lady Diana,Daniel Craig,Robert De Niro,0.53,34.668265699991,34.7425857000053,,4,,,0,0,17,4,Retrieval,Lure,S01
tape,Lady Diana,Daniel Craig,Robert De Niro,0.53,35.5006451000227,35.5758818000322,,NaN,,,0,0,18,4,Retrieval,Lure,S01
whistle,Bruce Willis,Robert De Niro,Daniel Craig,0.5,36.1006177000236,36.1758209000109,,3,,,0,0,19,5,Retrieval,Retrieval,S01
whistle,Bruce Willis,Robert De Niro,Daniel Craig,0.5,36.7796591999941,36.8590134000406,,NaN,,,0,0,20,5,Retrieval,Retrieval,S01
snowflake,Angelina Jolie,Bruce Willis,Robert De Niro,0.61,37.4925164000597,37.5757607000414,,3,,,0,0,21,6,Retrieval,Retrieval,S01
snowflake,Angelina Jolie,Bruce Willis,Robert De Niro,0.61,38.3022557999939,38.3756904000184,,NaN,,,0,0,22,6,Retrieval,Retrieval,S01
armor,Daniel Craig,Robert De Niro,Bruce Willis,0.5,38.8955973000266,38.9758757000091,,2,,,0,0,23,7,Retrieval,Retrieval,S01
armor,Daniel Craig,Robert De Niro,Bruce Willis,0.5,39.517231100006,39.5922686000122,,NaN,,,0,0,24,7,Retrieval,Retrieval,S01
sarcophagus,Robert De Niro,Daniel Craig,Bruce Willis,0.55,40.1616025000112,40.2425137000391,,1,,,0,0,25,8,Retrieval,Retrieval,S01
sarcophagus,Robert De Niro,Daniel Craig,Bruce Willis,0.55,40.9011837000726,40.9756478000199,,NaN,,,0,0,26,8,Retrieval,Retrieval,S01
dragon_statue,Queen Elizabeth,NaN,NaN,0.55,54.9926772000035,55.0759733000305,NaN,NaN,NaN,,1,0,27,1,Encoding,NaN,S01
dragon_statue,Queen Elizabeth,NaN,NaN,0.55,55.6171377999708,55.6916253999807,,NaN,,,1,0,28,1,Encoding,NaN,S01
cash_register,John Kennedy,NaN,NaN,0.65,56.3600991000421,56.4420409000013,NaN,NaN,NaN,,1,0,29,2,Encoding,NaN,S01
cash_register,John Kennedy,NaN,NaN,0.65,57.0346277999924,57.1080888999859,,NaN,,,1,0,30,2,Encoding,NaN,S01
swimsuit,Hugh Grant,NaN,NaN,0.56,57.6915101000341,57.7750292000128,NaN,NaN,NaN,,1,0,31,3,Encoding,NaN,S01
swimsuit,Hugh Grant,NaN,NaN,0.56,58.3854498000583,58.4582726000808,,NaN,,,1,0,32,3,Encoding,NaN,S01
saltshaker,Zac Effron,NaN,NaN,0.63,59.1088546999963,59.192342299968,NaN,NaN,NaN,,1,0,33,4,Encoding,NaN,S01
saltshaker,Zac Effron,NaN,NaN,0.63,59.9334694000427,60.0080730000045,,NaN,,,1,0,34,4,Encoding,NaN,S01
flower_pot,Brad Pitt,NaN,NaN,0.65,60.675719800056,60.7588070000056,NaN,NaN,NaN,,1,0,35,5,Encoding,NaN,S01
flower_pot,Brad Pitt,NaN,NaN,0.65,61.2777031000005,61.3581507999916,,NaN,,,1,0,36,5,Encoding,NaN,S01
yarn,Dwayne Johnson,NaN,NaN,0.52,61.8925920000765,61.9753524999833,NaN,NaN,NaN,,1,0,37,6,Encoding,NaN,S01
yarn,Dwayne Johnson,NaN,NaN,0.52,62.5127942999825,62.591287999996,,NaN,,,1,0,38,6,Encoding,NaN,S01
pot_of_gold,Drake Graham,NaN,NaN,0.63,63.2422430000734,63.3255720000016,NaN,NaN,NaN,,1,0,39,7,Encoding,NaN,S01
pot_of_gold,Drake Graham,NaN,NaN,0.63,63.879096699995,63.9581385999918,,NaN,,,1,0,40,7,Encoding,NaN,S01
lantern,Morgan Freeman,NaN,NaN,0.72,64.6922843999928,64.7755215000361,NaN,NaN,NaN,,1,0,41,8,Encoding,NaN,S01
lantern,Morgan Freeman,NaN,NaN,0.72,65.4610363000538,65.5415624000598,,NaN,,,1,0,42,8,Encoding,NaN,S01
razor,Paris Hilton,NaN,NaN,0.74,66.2923212000169,66.3757564000553,NaN,NaN,NaN,,1,0,43,9,Encoding,NaN,S01
razor,Paris Hilton,NaN,NaN,0.74,67.0833126000362,67.1579449999845,,NaN,,,1,0,44,9,Encoding,NaN,S01
money,Condoliza Rice,NaN,NaN,0.53,67.7086047000485,67.7913742000237,NaN,NaN,NaN,,1,0,45,10,Encoding,NaN,S01
money,Condoliza Rice,NaN,NaN,0.53,68.4829167000717,68.5576945000794,,NaN,,,1,0,46,10,Encoding,NaN,S01
crowbar,Chris Hemsworth,NaN,NaN,0.55,69.1255547000328,69.2088920000242,NaN,NaN,NaN,,1,0,47,11,Encoding,NaN,S01
crowbar,Chris Hemsworth,NaN,NaN,0.55,69.8524361000163,69.9242815000471,,NaN,,,1,0,48,11,Encoding,NaN,S01
chainsaw,Mark Walberg,NaN,NaN,0.64,70.5756643000059,70.6585676000686,NaN,NaN,NaN,,1,0,49,12,Encoding,NaN,S01
chainsaw,Mark Walberg,NaN,NaN,0.64,71.3157544999849,71.3909167000093,,NaN,,,1,0,50,12,Encoding,NaN,S01
totem_pole,Charlize Therone,NaN,NaN,0.75,72.1591326000635,72.2421434000134,NaN,NaN,NaN,,1,0,51,13,Encoding,NaN,S01
totem_pole,Charlize Therone,NaN,NaN,0.75,72.8357311000582,72.9074037000537,,NaN,,,1,0,52,13,Encoding,NaN,S01
pocket_watch,Robert Pattinson,NaN,NaN,0.59,73.5082464000443,73.5914916000329,NaN,NaN,NaN,,1,0,53,14,Encoding,NaN,S01
pocket_watch,Robert Pattinson,NaN,NaN,0.59,74.2988746999763,74.3742171999766,,NaN,,,1,0,54,14,Encoding,NaN,S01
pot_of_gold,Drake Graham,Hugh Grant,Zac Effron,0.63,77.0309318000218,77.1073001000332,,2,,,1,0,55,1,Retrieval,Retrieval,S01
pot_of_gold,Drake Graham,Hugh Grant,Zac Effron,0.63,77.7162586000049,77.7908582000528,,NaN,,,1,0,56,1,Retrieval,Retrieval,S01
trumpet,Charlize Therone,Condoliza Rice,Zac Effron,0.58,78.3927529000212,78.4738779000472,,4,,,1,0,57,2,Retrieval,Lure,S01
trumpet,Charlize Therone,Condoliza Rice,Zac Effron,0.58,79.2298963000067,79.3072850999888,,NaN,,,1,0,58,2,Retrieval,Lure,S01
flower_pot,Brad Pitt,Zac Effron,Queen Elizabeth,0.65,79.978599700029,80.057165700011,,3,,,1,0,59,3,Retrieval,Retrieval,S01
flower_pot,Brad Pitt,Zac Effron,Queen Elizabeth,0.65,80.6949390000664,80.773745500017,,NaN,,,1,0,60,3,Retrieval,Retrieval,S01
swimsuit,Hugh Grant,Brad Pitt,Zac Effron,0.56,81.363811600022,81.4403287000023,,1,,,1,0,61,4,Retrieval,Retrieval,S01
swimsuit,Hugh Grant,Brad Pitt,Zac Effron,0.56,82.1661681999685,82.240513500059,,NaN,,,1,0,62,4,Retrieval,Retrieval,S01
yarn,Dwayne Johnson,Zac Effron,Chris Hemsworth,0.52,82.781064699986,82.8569102999754,,3,,,1,0,63,5,Retrieval,Retrieval,S01
yarn,Dwayne Johnson,Zac Effron,Chris Hemsworth,0.52,83.5823679000605,83.6568356000353,,NaN,,,1,0,64,5,Retrieval,Retrieval,S01
stroller,Condoliza Rice,Charlize Therone,Drake Graham,0.57,84.2400818000315,84.3234837000491,,4,,,1,0,65,6,Retrieval,Lure,S01
stroller,Condoliza Rice,Charlize Therone,Drake Graham,0.57,85.0567765000742,85.1400830000639,,NaN,,,1,0,66,6,Retrieval,Lure,S01
saltshaker,Zac Effron,Brad Pitt,Charlize Therone,0.63,85.7900196000701,85.8735547000542,,1,,,1,0,67,7,Retrieval,Retrieval,S01
saltshaker,Zac Effron,Brad Pitt,Charlize Therone,0.63,86.4494457000401,86.5234684000025,,NaN,,,1,0,68,7,Retrieval,Retrieval,S01
dragon_statue,Queen Elizabeth,Hugh Grant,Brad Pitt,0.55,87.0899610000197,87.1757636000402,,2,,,1,0,69,8,Retrieval,Retrieval,S01
dragon_statue,Queen Elizabeth,Hugh Grant,Brad Pitt,0.55,87.9157590999966,87.9900424999651,,NaN,,,1,0,70,8,Retrieval,Retrieval,S01
cash_register,John Kennedy,Zac Effron,Queen Elizabeth,0.65,88.6623714000452,88.7401153000537,,2,,,1,0,71,9,Retrieval,Retrieval,S01
cash_register,John Kennedy,Zac Effron,Queen Elizabeth,0.65,89.333861000021,89.4065736000193,,NaN,,,1,0,72,9,Retrieval,Retrieval,S01
lantern,Morgan Freeman,Condoliza Rice,Chris Hemsworth,0.72,90.1424723999808,90.2235129000619,,2,,,1,0,73,10,Retrieval,Retrieval,S01
lantern,Morgan Freeman,Condoliza Rice,Chris Hemsworth,0.72,90.8610783000477,90.9398421000224,,NaN,,,1,0,74,10,Retrieval,Retrieval,S01
pick,Robert Pattinson,Hugh Grant,Mark Walberg,0.63,91.5949450000189,91.673289300059,,4,,,1,0,75,11,Retrieval,Lure,S01
pick,Robert Pattinson,Hugh Grant,Mark Walberg,0.63,92.3181627000449,92.3900227000704,,NaN,,,1,0,76,11,Retrieval,Lure,S01
money,Condoliza Rice,John Kennedy,Chris Hemsworth,0.53,92.9420285000233,93.023358299979,,1,,,1,0,77,12,Retrieval,Retrieval,S01
money,Condoliza Rice,John Kennedy,Chris Hemsworth,0.53,93.7019345000153,93.7730692999903,,NaN,,,1,0,78,12,Retrieval,Retrieval,S01
crowbar,Chris Hemsworth,Morgan Freeman,Brad Pitt,0.55,94.3430586999748,94.4230459000682,,1,,,1,0,79,13,Retrieval,Retrieval,S01
crowbar,Chris Hemsworth,Morgan Freeman,Brad Pitt,0.55,95.013588199974,95.0898700000253,,NaN,,,1,0,80,13,Retrieval,Retrieval,S01
beret,Robert Pattinson,Chris Hemsworth,Zac Effron,0.61,95.7290309000527,95.8066664000507,,4,,,1,0,81,14,Retrieval,Lure,S01
beret,Robert Pattinson,Chris Hemsworth,Zac Effron,0.61,96.4471463999944,96.5230487000663,,NaN,,,1,0,82,14,Retrieval,Lure,S01
razor,Paris Hilton,Brad Pitt,Chris Hemsworth,0.74,97.2778835999779,97.3565661000321,,3,,,1,0,83,15,Retrieval,Retrieval,S01
razor,Paris Hilton,Brad Pitt,Chris Hemsworth,0.74,98.0803695999784,98.1563326000469,,NaN,,,1,0,84,15,Retrieval,Retrieval,S01
chainsaw,Mark Walberg,Chris Hemsworth,Hugh Grant,0.64,98.8092027000384,98.8897133000428,,1,,,1,0,85,16,Retrieval,Retrieval,S01
chainsaw,Mark Walberg,Chris Hemsworth,Hugh Grant,0.64,99.5301945999963,99.6061765999766,,NaN,,,1,0,86,16,Retrieval,Retrieval,S01
pocket_watch,Robert Pattinson,Dwayne Johnson,Hugh Grant,0.59,100.208555700025,100.289682200062,,3,,,1,0,87,17,Retrieval,Retrieval,S01
pocket_watch,Robert Pattinson,Dwayne Johnson,Hugh Grant,0.59,101.041598199983,101.122748999973,,NaN,,,1,0,88,17,Retrieval,Retrieval,S01
totem_pole,Charlize Therone,John Kennedy,Queen Elizabeth,0.75,101.89738910005,101.972731100046,,3,,,1,0,89,18,Retrieval,Retrieval,S01
totem_pole,Charlize Therone,John Kennedy,Queen Elizabeth,0.75,102.611633699969,102.689513400081,,NaN,,,1,0,90,18,Retrieval,Retrieval,S01
