object,target,lure1,lure2,baseline,stim_onset,stim_end,response,correct_response,response_onset,RT,subject_ID,block,trial_total,trial_task,trial_type,retrival_type,list
carabiner,Justin Bieber,Steve Jobs,Keira Knightley,0.74,44.1374974999344,44.214575799997,,NaN,,,D14,5,40,6,Retrieval,Retrieval,S01
tuba,George Bush,Nicole Kidman,Stephen Hawking,0.69,44.9214012000011,44.9977363999933,,4,,,D14,5,41,7,Retrieval,Lure,S01
tuba,George Bush,Nicole Kidman,Stephen Hawking,0.69,45.6227684998885,45.6978124999441,,NaN,,,D14,5,42,7,Retrieval,Lure,S01
laptop,Steve Jobs,Nicole Kidman,Keira Knightley,0.5,46.2218151999405,46.2978744999273,,2,,,D14,5,43,8,Retrieval,Retrieval,S01
laptop,Steve Jobs,Nicole Kidman,Keira Knightley,0.5,46.9333145999117,47.0145363999764,,NaN,,,D14,5,44,8,Retrieval,Retrieval,S01
swiss_army_knife,Charlie Chaplin,Oprah Winfrey,Sarah Palin,0.55,47.5847539999522,47.6647151999641,,1,,,D14,5,45,9,Retrieval,Retrieval,S01
swiss_army_knife,Charlie Chaplin,Oprah Winfrey,Sarah Palin,0.55,48.364339999971,48.4477161999093,,NaN,,,D14,5,46,9,Retrieval,Retrieval,S01
acoustic_guitar,Jim Carrey,Sarah Palin,Justin Bieber,0.69,49.1537306999089,49.2310258999933,,1,,,D14,5,47,10,Retrieval,Retrieval,S01
acoustic_guitar,Jim Carrey,Sarah Palin,Justin Bieber,0.69,49.7852008999325,49.8642251999117,,NaN,,,D14,5,48,10,Retrieval,Retrieval,S01
flashlight,Steve Jobs,George Bush,Nicole Kidman,0.67,50.5565354999853,50.6311381999403,,4,,,D14,5,49,11,Retrieval,Lure,S01
flashlight,Steve Jobs,George Bush,Nicole Kidman,0.67,51.2357068998972,51.3141918999609,,NaN,,,D14,5,50,11,Retrieval,Lure,S01
harp,Taylor Swift,Justin Bieber,Mother Teresa,0.66,51.9975522999885,52.0808266999666,,2,,,D14,5,51,12,Retrieval,Retrieval,S01
harp,Taylor Swift,Justin Bieber,Mother Teresa,0.66,52.6639961999608,52.7473954999587,,NaN,,,D14,5,52,12,Retrieval,Retrieval,S01
trowel,Stephen Hawking,Nicole Kidman,Mother Teresa,0.72,53.4859517998993,53.5641296999529,,1,,,D14,5,53,13,Retrieval,Retrieval,S01
trowel,Stephen Hawking,Nicole Kidman,Mother Teresa,0.72,54.3251610998996,54.3974829999497,,NaN,,,D14,5,54,13,Retrieval,Retrieval,S01
coin,Keira Knightley,Charlie Chaplin,Stephen Hawking,0.64,55.0550467999419,55.1309350999072,,3,,,D14,5,55,14,Retrieval,Retrieval,S01
coin,Keira Knightley,Charlie Chaplin,Stephen Hawking,0.64,55.7174333999865,55.797428199905,,NaN,,,D14,5,56,14,Retrieval,Retrieval,S01
blouse,George Bush,Keira Knightley,Oprah Winfrey,0.67,56.4875617999351,56.5641152999597,,3,,,D14,5,57,15,Retrieval,Retrieval,S01
blouse,George Bush,Keira Knightley,Oprah Winfrey,0.67,57.1566595999757,57.2305075998884,,NaN,,,D14,5,58,15,Retrieval,Retrieval,S01
wheelbarrow,George Bush,Mother Teresa,Taylor Swift,0.73,57.9854051999282,58.0642022999236,,4,,,D14,5,59,16,Retrieval,Lure,S01
wheelbarrow,George Bush,Mother Teresa,Taylor Swift,0.73,58.6533762998879,58.7304461000022,,NaN,,,D14,5,60,16,Retrieval,Lure,S01
headband,Nicole Kidman,Justin Bieber,Daniel Radcliffe,0.54,59.2884177999804,59.3638366999803,,3,,,D14,5,61,17,Retrieval,Retrieval,S01
headband,Nicole Kidman,Justin Bieber,Daniel Radcliffe,0.54,60.1086723998887,60.1805326999165,,NaN,,,D14,5,62,17,Retrieval,Retrieval,S01
syringe,Robin Williams,Mother Teresa,Oprah Winfrey,0.65,60.8540613999357,60.9306033999892,,2,,,D14,5,63,18,Retrieval,Retrieval,S01
syringe,Robin Williams,Mother Teresa,Oprah Winfrey,0.65,61.5239209999563,61.5973442998948,,NaN,,,D14,5,64,18,Retrieval,Retrieval,S01
